id,label
29465,0
23382,0
19196,0
10275,0
89,0
27349,0
19358,0
22471,0
26903,0
2638,0
19088,0
11928,0
31182,0
18363,0
19219,0
1243,0
3501,0
25087,1
11456,0
20125,0
27681,0
23253,0
26097,0
25651,0
19601,0
25962,0
6249,0
4477,0
1814,0
27716,0
1742,1
16139,0
26233,0
11624,0
1124,0
18687,0
31367,0
24635,0
28362,0
27159,0
9709,1
21911,0
23904,0
25130,0
12897,0
11522,0
19232,0
3738,0
9589,0
11381,0
30558,0
8099,0
30596,0
865,0
24753,0
8104,0
26264,0
23458,0
25090,0
3774,0
3254,0
22122,0
9996,0
18859,1
16126,0
16684,0
9748,0
11971,0
8868,0
5223,0
31534,0
12608,0
5879,0
23612,0
13599,0
20099,0
18464,0
22411,0
352,0
12333,0
10787,0
12185,0
29558,0
28632,0
15204,0
12811,0
31378,0
5536,0
27547,0
18143,0
7436,0
30712,0
27937,0
9925,0
15102,0
27216,0
18492,0
30966,0
22987,0
19,0
5449,0
47,1
13095,0
7936,0
30283,0
19147,0
13730,0
15796,0
8379,0
15532,0
18918,0
14851,0
25324,0
10552,0
28536,0
745,0
20416,0
1972,0
19218,0
2964,1
15073,0
25311,0
11249,0
4094,0
2097,0
25895,0
22786,0
26392,0
18549,0
15559,0
18799,0
28389,0
20806,0
14544,0
28284,0
17335,0
26456,0
28419,0
14639,0
7414,0
17646,0
5013,0
21682,0
7252,0
12939,0
6106,0
21660,0
3131,0
17199,0
18422,0
15019,0
9724,0
11284,0
12217,0
29030,0
27910,0
4492,0
27830,0
25623,0
10376,0
7385,0
16087,0
17244,0
23244,0
20443,0
28500,0
31643,0
24077,0
2748,0
10069,0
22567,0
4194,0
20905,0
26483,0
22705,0
8133,0
10847,0
1354,0
31295,0
28140,0
17586,0
25189,0
27432,0
12294,0
29362,0
31694,0
17862,0
26953,0
20191,0
7771,0
14775,0
30332,0
13501,0
13489,0
14491,0
293,0
27737,0
11485,0
4854,0
8525,0
15133,0
30825,0
31469,0
27521,0
10921,0
19522,0
21262,0
10014,0
20789,0
27453,0
22673,0
2452,0
10365,0
13404,0
15506,0
8378,0
29069,0
23098,0
22417,0
11873,0
12891,0
28807,0
22138,0
19543,0
16174,0
14883,0
4383,0
6849,0
12769,0
1126,0
31362,0
22785,0
3329,0
9864,0
23086,0
4578,0
5688,0
20063,0
25389,0
30034,0
3874,0
9421,0
12700,0
28406,0
16447,1
28826,0
27880,0
7156,0
7091,0
23617,0
5065,0
20647,0
21315,0
8468,0
3688,1
11577,0
14841,0
7625,0
25742,0
9152,0
4115,0
5318,0
8398,0
11568,0
21146,0
8247,0
30465,0
21368,0
17718,0
31610,0
31296,0
14542,0
3287,0
5209,0
13073,0
14594,0
15476,0
10818,0
23475,0
10869,0
28275,0
739,0
30609,0
16773,0
11489,0
20928,0
1508,0
13409,0
16158,0
28192,0
12972,0
15629,0
11822,0
12950,0
27468,0
17341,0
10801,0
1579,0
26741,0
26778,0
27701,0
779,0
16909,0
6004,0
386,0
11123,0
22027,0
26788,0
13615,0
9662,0
3508,0
17231,0
7028,0
27374,0
526,0
12207,1
28166,0
23771,0
5279,0
4057,0
6662,1
10130,0
25451,0
12996,0
17859,0
17656,0
22308,0
25557,0
29337,0
10606,0
12456,0
3280,0
7575,0
9637,0
18189,0
17894,0
25058,0
7078,0
5975,0
20570,0
24732,0
9836,0
304,0
6861,0
11635,0
23888,0
26815,0
22527,0
12261,0
25099,0
28761,0
747,0
21334,0
22146,0
29014,0
11020,0
27667,1
25587,0
22475,0
2542,0
16128,0
16242,0
21144,0
6896,0
29966,0
2015,0
7899,0
15780,0
2655,0
31438,0
26275,0
16783,0
16395,0
28582,0
10192,0
26627,0
6038,0
19687,0
8210,0
18460,0
30148,0
7111,0
5393,0
360,0
30946,0
14989,0
20867,0
22126,0
17356,0
21558,0
12444,0
22001,0
23133,0
18862,0
29184,0
5518,0
18820,0
26136,0
12477,0
14608,0
18109,0
23245,0
12281,0
2832,0
4797,1
21413,0
1546,0
7830,0
14305,0
30662,0
20162,1
12150,1
28337,0
31361,0
11416,0
4850,0
28178,0
9507,0
27679,0
9525,0
3782,1
8578,0
24406,0
16349,0
26558,0
19877,0
13696,0
21217,0
24368,0
24465,0
24207,0
20435,1
20364,0
26628,0
18942,0
10518,0
19814,0
11682,0
4446,0
14107,0
31359,0
18273,0
27152,0
30086,0
26509,0
22791,0
25360,0
7644,0
7455,0
1169,0
4986,0
15615,0
23353,0
13522,0
28459,0
17530,0
8478,0
19205,0
9805,0
4072,0
17836,0
11433,1
13765,0
4975,0
8897,1
539,0
14395,0
8731,0
31947,0
9281,0
5251,0
3748,0
12266,0
22713,0
12219,0
28042,0
14186,0
26011,0
19405,0
5947,0
26205,0
22672,0
967,0
22608,0
20136,0
19418,0
5183,0
14084,0
10168,0
263,0
6304,0
28443,0
15015,0
16054,0
4693,0
26463,0
26794,0
6330,0
29105,0
11970,0
8842,0
5172,1
31228,0
22508,0
19719,0
876,0
15130,0
13032,0
28187,0
667,0
30716,0
7226,0
10626,0
21862,0
26003,0
28316,1
13372,0
7823,0
11499,0
27781,0
1205,0
2465,0
19755,0
22719,0
10623,0
28288,0
25915,0
3943,0
31451,0
21582,0
7639,0
21761,0
21106,0
21817,0
25247,0
23583,0
5782,0
31731,0
21636,0
15388,0
8783,0
27274,0
2059,0
29434,0
19582,0
15944,0
18959,0
5027,0
16476,0
14249,0
26607,1
13937,0
8757,0
546,0
23446,0
7105,0
7118,0
18001,0
25221,0
4681,0
12171,0
30540,0
9654,0
14105,0
5764,0
2347,0
19461,0
27393,0
18129,0
8185,0
16298,1
17293,0
18832,0
13321,0
22474,0
26927,0
28034,0
28727,0
4430,0
3623,0
26434,1
23364,0
5757,0
20460,0
31808,0
16421,0
8242,1
6701,0
22387,0
27903,1
27144,0
19763,0
13774,0
10029,0
2745,0
16346,0
15616,0
20293,0
24851,0
8359,0
13124,0
29976,0
18701,0
19702,0
15705,0
8062,0
20193,0
17185,0
29867,0
9675,0
30412,0
2223,0
31708,0
2797,0
14842,0
19715,1
22250,1
27188,0
485,0
3137,0
8261,0
10004,0
1928,0
9426,0
6862,0
13856,0
20839,0
859,0
16949,0
31887,0
12418,0
18648,0
6989,0
25111,0
4825,0
27936,0
13302,0
8641,0
27430,0
12248,0
1789,0
23051,1
805,1
19179,0
17,0
10121,0
26931,0
3086,0
11281,0
11740,0
13546,0
21649,0
31735,0
21861,0
13212,0
17440,0
1149,0
10293,0
15749,0
7488,0
21103,0
25399,0
18167,0
6231,0
5569,0
6181,1
16984,0
28879,0
13494,0
19028,0
20100,0
25002,0
30936,0
24850,0
2870,0
22982,0
13034,0
22909,0
4964,0
11279,0
4914,0
21586,0
19741,0
3991,0
5461,0
508,0
1326,0
26088,0
9987,0
19953,0
9634,1
16068,0
27826,0
27081,0
27361,0
29977,0
28989,0
14518,0
10523,0
28399,0
12442,0
3248,0
26278,0
5166,0
11425,1
10657,0
31079,0
15857,0
7561,0
6912,0
6838,0
10189,0
26178,0
17068,1
1050,0
12872,0
14467,0
7668,0
1103,0
22850,0
2121,0
4881,0
13398,0
4647,0
12419,0
5151,0
21359,0
28969,0
22110,0
22305,0
10502,0
18890,0
9832,0
3887,0
21112,0
11064,0
13400,0
20618,0
28636,0
23563,0
14015,0
28657,0
23886,0
11944,1
5599,0
16696,0
1554,0
202,0
259,0
2879,0
6472,0
25201,0
8984,0
7958,0
14964,0
9334,0
5439,0
15000,0
29611,0
18127,0
14025,0
22127,0
17636,0
13242,0
29328,0
8702,0
1281,0
689,0
24402,0
393,0
8646,0
8562,0
8773,0
7246,0
940,0
7973,0
21109,0
4278,0
3466,0
359,0
10140,0
26228,0
14419,0
775,0
7081,0
28956,0
19766,0
11819,0
31897,0
24344,0
1994,0
18591,0
7731,0
5303,0
22865,0
4254,0
4709,1
21579,0
30646,0
30357,0
25706,0
30904,0
16895,0
5715,0
18722,0
3999,0
24633,0
2149,0
23877,0
25597,0
17317,0
31290,0
30593,0
6108,0
27615,0
10225,0
1773,0
693,1
3363,0
19604,0
25822,0
3679,0
12000,0
12272,0
27230,0
7535,0
6115,0
2479,0
9819,0
28127,0
16797,0
21881,0
401,0
10778,0
19299,0
12926,0
25704,0
20870,0
30912,0
26539,0
15822,0
11063,0
19304,0
24653,0
6848,0
29921,0
7042,0
23403,0
31173,0
4621,0
804,0
26722,0
15579,0
23336,0
17758,0
22245,0
2045,0
10980,0
16170,0
29018,0
16876,0
23327,0
2227,0
22407,0
8414,0
1481,0
1968,0
24508,0
2581,0
30318,0
16122,0
22825,0
29601,0
31865,1
23513,0
28141,0
30754,0
22073,0
17852,0
8421,0
27226,0
6097,0
23194,0
4352,0
9982,0
21972,0
22795,0
23546,0
10765,0
19681,0
22983,0
31847,0
8510,0
12196,1
23600,0
9393,0
2818,0
24041,0
6054,0
14666,0
19821,0
16826,0
5244,0
22225,0
7485,0
28992,0
2478,0
17292,0
21631,0
21419,0
24095,1
11312,0
30567,0
2326,0
25841,0
13500,0
31674,0
1785,0
20298,0
9460,0
16864,0
17783,0
9879,0
25274,1
30928,0
28561,0
595,0
9965,0
6150,0
23311,0
7343,0
27495,0
2358,0
30494,0
9742,0
14290,0
23935,0
10811,0
20538,0
17649,0
25238,0
9883,0
17394,0
12772,0
15029,0
4449,0
29772,0
5850,0
1163,0
22076,0
10272,0
10048,0
1258,0
21912,0
30942,0
18610,0
31250,0
6318,0
503,0
18166,0
2488,0
13168,0
197,0
15891,0
21784,0
8388,0
5929,0
4785,0
2595,0
20781,0
451,0
18660,0
17934,0
9840,0
21688,0
7328,0
23795,0
24327,0
14040,0
25745,0
14664,0
4520,0
188,0
8234,1
15571,0
30549,0
22523,0
13975,0
9712,0
20273,0
26189,1
5844,1
14766,0
4036,0
17456,0
23743,0
30228,0
16669,0
17498,0
12760,0
13322,0
19480,0
5830,0
30225,0
23137,1
21189,0
15023,0
25514,0
17154,0
281,0
10094,0
6681,0
31647,0
31927,1
23225,0
27582,0
4350,0
914,0
14150,0
23295,0
24777,0
17904,0
9631,0
17402,0
29944,0
15373,0
26317,0
18717,0
22023,0
17194,0
27229,0
31771,0
26968,0
16848,0
30290,0
24384,0
22277,0
19694,0
15724,0
25321,0
9787,0
20930,0
2287,0
15033,0
25420,0
11388,0
26734,0
20640,0
19157,0
29536,0
26240,1
26366,0
11301,0
11861,0
31272,0
30231,0
6289,1
17751,0
761,0
3264,0
29600,1
14325,0
14795,0
3441,0
15671,0
11968,0
29833,0
15712,0
20438,1
8815,0
1492,0
18849,0
13971,0
16677,0
14509,0
29923,0
11402,0
23506,1
21542,0
22066,0
11652,0
20552,0
23865,0
4702,0
9494,0
11308,0
5294,0
30331,0
22720,1
24726,0
961,0
5635,0
3173,0
28434,0
27066,0
23902,0
7374,0
18062,0
16305,0
25750,0
21040,0
16611,0
16716,0
15473,0
13698,0
27114,0
17339,0
6690,0
16890,0
15275,0
25061,0
7305,1
28642,0
25400,0
13653,0
8318,0
22268,0
24941,0
21551,1
13801,0
14998,0
26527,0
24283,0
30035,0
20654,0
26030,0
17746,0
1216,0
24844,0
29541,0
18217,0
23381,0
25556,0
20028,0
28772,0
31340,0
23816,0
24021,0
6739,0
14180,0
174,0
8124,0
24268,0
28811,0
9510,0
30497,1
12920,0
10977,0
30847,0
17404,0
1791,0
23075,0
2592,0
6026,0
8340,0
3937,1
3383,0
20720,0
17716,0
9669,0
23811,0
23111,0
2646,0
4321,0
12018,0
1266,0
8816,0
27363,0
4789,0
21426,0
1112,0
10007,0
26523,0
24873,0
12630,0
20709,0
31470,0
2637,0
2523,0
6299,0
3092,0
27742,0
31619,0
2493,0
22116,0
21969,0
27790,0
16930,0
16220,0
23110,0
17358,0
14928,0
23462,0
26027,0
18497,0
4997,0
8277,0
17609,1
20051,0
15041,0
20962,0
27335,0
14271,1
22584,0
25630,0
24810,0
27695,0
18093,0
19680,0
7803,0
9136,0
12235,0
3271,0
15067,0
20475,0
24415,0
285,0
9285,0
29781,0
347,0
27661,0
21082,0
7358,0
11863,0
978,0
2047,0
30533,0
10862,0
12286,0
8287,0
23604,1
30103,0
18183,0
27691,0
31629,0
10129,0
3512,0
4224,0
6905,0
23735,0
15361,0
16354,0
11269,0
23806,0
30064,0
3813,0
13524,0
28318,0
12642,0
28354,0
14918,0
453,0
7855,0
22323,0
18607,0
604,0
30356,0
15656,0
9856,0
20005,0
2630,0
8446,0
18851,0
18972,0
10933,0
30436,0
8053,0
20938,0
25252,0
11500,0
6277,0
10413,0
26630,0
9962,0
25810,0
2739,0
13226,0
25926,0
29797,0
19750,0
8232,0
26249,0
16555,0
16043,0
26944,0
7465,1
18914,0
22846,0
1670,1
22086,1
1834,0
26954,0
19913,1
5118,0
16157,0
15544,0
12070,0
27302,0
5832,0
25097,0
14196,0
13693,0
18858,0
28009,0
7316,0
7891,0
13178,0
8285,0
16820,0
14827,0
17770,0
6913,0
23881,0
13740,0
18134,0
20721,0
19144,0
22149,0
20276,0
20769,0
24908,0
11769,0
1878,0
9544,0
29239,0
21521,0
15519,1
9314,0
19664,0
4396,0
29881,0
19626,0
15766,0
1150,0
13890,0
20233,0
30635,0
26041,1
4955,0
23986,0
17555,0
30072,0
16585,0
11683,0
28664,0
23228,0
22430,0
18429,0
2928,0
5643,1
27662,0
23069,0
13559,0
99,0
19551,0
26094,0
28838,0
1408,1
24807,0
19303,0
5173,0
20892,0
951,0
16505,0
4111,0
6995,0
22258,0
23916,0
25792,0
2328,0
12113,1
17165,0
1337,1
13631,0
13861,0
12428,0
4297,0
11792,1
6754,0
25351,0
4359,0
1213,0
19932,0
20861,0
19000,0
20464,0
3101,0
17097,0
29285,0
18557,0
10584,0
4322,0
8730,0
29137,0
17159,0
4246,0
7593,1
29567,0
29835,0
26962,0
4296,0
31398,0
15030,0
10098,0
14945,0
5089,0
3193,0
840,0
13883,0
22853,0
19039,0
3096,0
11787,0
11285,0
14819,0
17992,0
31606,0
22078,0
28016,0
1883,0
3856,0
27654,0
31468,0
22184,0
7901,0
9906,0
13111,0
20114,0
24110,0
31539,0
2095,0
10284,0
1606,0
21553,0
20879,0
6295,0
27286,1
19857,0
15776,0
27309,0
23827,0
23792,0
4331,0
22790,0
7839,0
22656,0
4516,0
19109,0
704,0
11098,0
10984,0
8012,0
22499,0
29433,0
12965,0
19128,0
16840,0
25991,0
3880,0
1555,0
19356,0
26540,0
15387,1
3555,0
3456,0
28281,0
31630,0
17743,0
1722,0
932,0
17593,0
4740,0
15251,0
1033,0
29922,0
19038,0
24100,0
6421,0
14054,0
28984,0
22732,0
8949,0
9786,1
23637,0
1000,0
7533,0
21056,0
10431,0
20013,0
6102,0
29843,0
3337,0
16311,0
8424,0
6695,0
1059,0
16956,0
31835,0
19112,0
5865,0
5438,0
19933,0
3519,0
12823,0
3437,0
4401,0
6470,0
19439,0
6163,0
29638,0
18194,0
9776,0
10595,0
19256,0
22053,0
337,0
20546,0
27472,0
13397,0
8410,0
12166,0
4054,0
29289,0
31214,0
4190,0
23363,0
27003,0
3031,0
3052,0
30774,0
3765,0
24540,0
26108,0
14436,0
6910,0
9969,0
22641,0
23789,0
18214,0
3286,0
9338,0
2686,0
27628,0
15692,0
3035,0
8780,0
11035,0
25919,0
1770,0
2769,0
20451,0
6741,0
10720,0
9999,0
18548,0
11198,0
2669,0
28169,0
26929,0
20581,0
24972,0
18033,0
5984,0
3853,0
19713,0
26650,0
11736,0
11668,0
15878,0
3472,0
3376,0
13022,0
26997,0
25952,0
4118,0
12051,0
6588,0
26096,0
16414,0
24181,0
19599,0
19150,0
31552,0
5254,0
2553,0
30684,0
15703,0
7407,0
28026,0
15024,0
28222,0
973,0
18651,0
2341,0
23848,0
21478,1
374,0
23050,0
19308,0
9551,0
8310,0
12515,0
10780,0
5113,0
10588,0
21852,0
29837,0
626,0
12417,0
6027,0
22893,0
3931,0
9975,0
25435,0
27224,0
4562,0
17602,0
1916,0
13716,0
21855,0
25298,0
20678,0
4139,0
10955,0
3737,0
5905,0
5056,0
8069,0
3731,0
2880,0
11314,0
791,1
15228,0
12591,0
15689,0
4947,0
13948,0
3461,0
27948,1
1496,0
10978,0
21136,0
27540,0
22836,0
15937,0
7318,0
16563,0
8152,0
7472,0
30637,0
6287,0
28205,0
20254,0
30919,0
4581,0
28004,0
12709,0
21742,0
30880,0
28040,0
10179,0
24147,0
28654,0
7706,0
5117,1
3851,0
13420,0
15672,0
6183,0
9513,0
8644,0
13655,0
516,0
18438,0
21772,0
8866,0
22998,0
26009,0
24396,0
7151,0
20711,0
10073,0
17272,0
4994,0
25519,0
9828,0
8504,0
22465,0
30341,0
12564,0
21992,1
25287,0
29262,0
27177,0
22436,0
17819,0
30099,0
3471,0
26067,0
16342,0
25993,0
30008,0
6876,0
10175,0
9084,0
3694,0
3144,0
16599,0
8559,0
8367,0
3644,0
8296,0
2392,1
27303,0
31269,0
26112,0
18727,0
14449,0
26830,0
14916,1
12327,0
23999,0
18710,0
11933,0
28568,0
25442,0
26625,0
1406,0
7996,0
22910,0
2812,0
20355,0
5923,0
10105,0
29812,0
30274,0
12085,0
11048,0
18991,0
3308,1
11099,0
23766,0
1654,0
13556,0
18559,0
10697,0
20529,0
13205,0
16055,1
17653,0
981,0
20182,0
25858,0
5594,1
22352,1
27294,0
20583,0
11158,0
31090,0
22052,1
18292,0
2205,1
4301,0
3444,0
7762,0
9591,0
14893,0
27208,0
30307,0
18731,0
6065,1
26038,0
10383,0
31590,0
21066,0
30015,0
31242,0
5373,0
27056,0
19882,0
20449,0
11298,0
11681,0
21396,0
10086,0
11299,0
2063,0
13555,0
486,0
20903,0
1004,0
29174,1
19851,0
11809,0
8845,0
7526,0
11964,0
706,0
10589,0
5912,0
22516,0
2673,0
13898,0
30038,0
28828,0
28823,0
26461,0
25086,0
1714,0
17101,0
10036,0
6031,0
2859,0
208,0
17984,0
24519,0
19055,0
20390,0
30419,0
28375,0
3547,0
28032,0
5775,0
11860,0
25585,0
6846,0
2203,0
17874,0
13473,0
1308,0
26740,0
21863,0
16328,0
6395,0
19139,0
3721,0
6273,0
16980,0
18939,0
30114,0
23219,0
20205,0
13288,0
23968,0
25669,0
9456,0
6694,0
15149,0
21293,0
28149,0
26633,0
10732,1
25193,0
2876,0
18466,0
1687,0
10361,0
9665,0
30600,1
28548,0
21714,0
29842,0
1540,0
247,0
3142,1
717,0
28573,0
14306,1
29355,0
31741,0
9831,0
15623,0
11394,0
7293,0
10095,0
8100,0
29344,0
4480,0
2204,0
30202,0
10370,0
12385,0
27028,0
29025,0
19325,0
26144,0
1160,0
3620,0
769,0
7597,0
13531,0
14282,0
7154,0
21583,0
5783,0
25170,0
28534,0
29973,0
17020,0
7088,0
10430,0
21981,0
25528,0
400,0
28576,0
12902,0
21216,0
13125,0
28109,0
24307,0
2962,0
16518,0
1851,0
31130,0
10252,0
26615,0
31455,0
6761,0
30696,0
10196,0
17410,0
29888,0
14605,0
7321,0
29012,0
768,0
20651,0
30898,0
26070,0
5866,0
7009,0
19253,0
21514,0
29292,0
2888,0
18694,0
18657,0
22490,0
29144,0
5731,0
24338,0
23984,0
28414,0
24821,0
18639,0
19525,1
24523,0
28668,0
18417,1
5543,0
7784,0
31783,0
480,0
7439,0
11691,0
31352,0
5204,0
26286,0
1551,0
7157,1
28639,0
25468,0
20229,1
15403,0
17827,0
22168,0
6225,0
14532,0
7647,0
25813,0
3968,0
28945,0
15794,0
24907,0
3368,0
27180,0
13826,0
31198,0
22400,0
15031,0
15507,0
10666,0
430,0
9611,0
9900,0
15440,0
17075,0
11913,0
15649,0
16186,0
9176,0
21180,0
11567,0
26014,0
27284,0
21105,0
5412,0
11157,0
29378,0
7225,0
26032,0
25213,0
7231,0
2509,0
13532,0
8181,0
8981,0
8942,0
22657,0
6629,0
19481,0
27714,0
2702,1
408,0
31017,0
25523,0
28451,0
18703,0
12072,0
8536,0
1666,0
28505,0
19905,0
10333,0
10622,1
21076,0
4689,0
148,0
7503,0
449,0
13245,0
3171,0
16023,0
1202,0
18569,0
31444,0
5381,0
25603,0
2303,0
30841,0
7372,0
2194,0
27057,0
19802,0
13490,0
31357,0
776,0
7144,0
27212,0
4270,0
21435,0
31533,0
8438,0
25082,0
2020,0
19753,0
16729,0
864,1
20910,0
26985,0
16897,0
30875,0
26445,0
18909,0
3147,1
7677,0
19051,0
8153,0
1820,0
18541,0
1134,0
7000,0
18020,0
13165,0
23547,0
17420,0
20204,0
5390,0
12714,0
11527,0
7248,0
31916,0
21061,0
16571,0
6087,0
23239,0
10709,0
15150,0
24837,0
19607,0
18944,0
21984,0
14170,0
10392,0
26266,0
14309,0
15614,0
28333,0
24096,0
5573,0
28498,0
28693,0
4873,0
10222,0
16691,0
22967,0
19827,0
29555,0
14887,0
26040,0
29765,0
19899,0
31737,0
22760,0
20864,0
14700,0
7764,0
15952,0
23014,0
11786,0
13804,0
917,0
1123,0
31639,0
6013,0
21731,0
25367,0
4995,0
13840,0
4723,0
18982,0
1062,0
5999,0
9658,0
21629,0
5224,0
25108,0
21154,0
12836,0
21537,0
15727,0
317,0
23773,0
17140,0
24352,0
14148,0
16410,0
29637,0
23045,0
30080,1
15288,0
10426,0
25216,0
3364,0
25433,0
23646,0
7176,0
27962,0
4612,0
17795,0
16675,0
23490,0
622,1
10359,0
13068,1
15898,0
21247,0
7991,0
13406,0
16388,1
30288,1
15961,0
7388,0
14363,0
4920,0
15835,0
23124,0
9290,0
16101,0
19433,0
19860,0
1936,0
4247,0
30285,0
16448,0
3942,0
21143,0
835,0
3589,0
14669,0
28886,0
26202,0
10738,0
4059,0
15164,0
16707,0
17302,0
14535,0
4193,0
13166,0
7774,0
19609,0
9783,0
22632,0
24606,0
15919,0
8049,0
27106,0
4289,0
24737,0
22531,0
21485,0
7510,0
26036,0
10466,0
25482,0
3335,0
871,0
27211,0
13609,0
19247,0
29706,0
20533,0
20966,0
1333,0
24595,0
10405,0
6715,0
14064,0
2911,0
17717,0
18637,0
17203,0
6316,0
3416,1
7497,0
16498,0
6328,0
15528,0
10008,0
11903,0
22036,0
6819,0
12107,0
8221,0
17273,0
635,0
9347,0
1610,0
24816,0
14379,0
13267,0
18645,0
15173,0
10851,0
13567,0
5197,0
22233,0
25888,0
1032,0
4649,0
9500,0
4892,0
13019,0
26238,0
12087,0
24455,0
17708,0
1533,0
9548,0
6321,0
15271,0
16918,0
22944,0
23875,0
7259,0
15726,0
11710,0
8156,0
1437,0
8223,0
11774,0
16974,0
9927,0
31510,0
27734,0
24549,0
14646,0
20033,0
